review_text,rating,product_id,product_title,category
"My last wwe game was Smack Down Here comes the pain, and i considere it as one of the best wwe games

This game is awesome!! The game play experience is way different from what i used to know. But once you understand the controls, you enjoy the game a lot!",5.0,B0085L2T0A,Great game !!!,Video Games
was having trouble with mic this fixed it,4.0,B00IAVDOS6,Four Stars,Video Games
"Let's just get this out of the way, yes the DLC sucks. Paying $15 for the next monster and $8 per new hunter is outrages and the skins should be unlockables.

Now that that's outta the way, the game itself isn't that bad but it isn't that good either. The story mode is basically multiplayer but with bots.

The multilayer is definitely the best part of this game though how much fun you have will largely depend on your team members (if you're the hunters) if your team members are bad or haven't played much it's almost always a guaranteed loss and it won't be much fun. If people actually play their roles and work together the experience is much better. If you have friends who you can play with the game is very very fun.

Annnnd while there are multiple maps I couldn't tell you which one is which as they all look the same.",3.0,B00HKCIT0O,"Not worth $60, maybe $25.",Video Games
"I bought this for my niece, who turned 10, and she loves it !  She LOVES to play the dress-up part !",5.0,B004L5SJ62,Cute !,Video Games
Excellent.,5.0,B00ZQC73O8,Five Stars,Video Games
Zombies!  Kill a lot of zombies!  Very fun game.  Can create weapons!!,4.0,B002EE1P2W,Better than part 1!,Video Games
"Well I think by this time everyone including non-gamers have heard about World of warcraft. Its in the news, its on tv, its talked about at work, school, college etc. Families play the game together and the game has even contributed towards breaking of relationsips, falling of grades, people losing jobs etc but inspite of all these facts World of warcraft is still the best MMO out there. Lots of MMO's have come and gone trying to compete or take over the throne from this game but none have suceeded thus far. I have personally over the years have switched back and forth between wow and others mmo's to only come back to wow. This game has some strange and almost majical allure to it.

This all being said I throughly enjoy the game. It's very solo friendly. Has top-notch graphics and the biggest aspect is the huge world which truly does justice to the words 'epic' and 'massive' when its comes to mmo's. The game has both a good and a darker faction to play. The classes are numerous and well thought off too. You have everything from pure specialized classes to hybrids. Choose your faction, pick a class and off you go. The game caters to different playstyle too...for pve oriented people you have pve servers and for hardcore pvp oriented people you have pvp servers(full of gankage and griefing if thats what you like). However, the great thing about the game is that even being on pve servers you have various option to pvp and test your mettle against real players. A person can flag themselves for world pvp or participate in instanced battlegrounds(my favourite)to pvp at your time and choosing. The game also has the feel that there is a constant war going on among an epic struggle between different factions for resources and philosphies. Cities gets attacked, players gets attacked and there are constant raging battles going in battlgrounds.

But aside from all this the game offers some of the most fun questing that i have ever come across in mmo's. If you want to just quest and better your character via leveling it up than the game will grip you too and no wonder people are known to loose a part of their life to this game. But my advice....'Moderation' and you will be all happy both in real and your virtual life.

In conclusion....I will advice this game to anyone who is intrested in playing a great mmo that is not a bore also. A testament to this is my 2 years with this game among all the other posters who gave this game high marks too. Check it out yourself but 'BEWARE'..they are lots of 'clones' out there but none have even half the majic or charm or fun which is the hallmark of a game called World of Warcraft.",5.0,B000067FDW,Been playing the game since its release almost 2 years ago........,Video Games
"Great price, and gregat condition brand new looking",5.0,B00XWQZPQ8,Five Stars,Video Games
This game is very addictive and is good for casual or simi hardcore play. Graphics are good animation is fun. I would suggest anyone who likes this type of game buy this.,5.0,B005VFHOOE,Great game,Video Games
"Eternal Sonata was BEAUTIFUL. The game is gorgeous from the start screen till the ending credits. It's so colorful and expressive and the soundtrack is amazing. An excellent game all the way around. I especially loved the Light and Dark aspect of the battle system; it was very unique and stood out amongst the many RPGs floating around. I LOVED Viola. Heck, the entire cast was awesome.",5.0,B001CRQY1E,An Unforgettable Adventure,Video Games
"Secret of Mana is one of my favorite SNES games. I enjoyed Seiken Densetsu 2 and Sword of Mana as well, but somehow I missed out on this game during its original run. Lured by the stylistic graphics and great soundtrack, I picked this up on PSN. Even at only $5.99 for play on your PSP and/or PS3, I could only recommend this for diehard Mana series fans.

The game's biggest strengths are its graphics and music. Pretty much everything else disappoints to varying degrees.

With its silent protagonist and NPCs that run off when it suits them, there really is no overarching storyline, just a series of quests. Because the steps in those quests can be so vague, long periods of time may lapse between story beats, meaning that you never quite know or care what's going on and you never get vested in any of the characters. At one point, I realized I was deliberately aiding the enemy by killing important good guys and wondered why. The only explanation is that you have to in order to finish that quest. The elemental spirits have zero role in the plot and only exist to give you coins for crafting. Wasted opportunity.

This game is extremely tedious, and the paper thin plot stringing it together makes it even more so. The backgrounds are nice to look at, but you will come across many a door that can't be opened, and what appear to be obvious paths are often inexplicably not. Final Fantasy VII had a feature that would highlight the exit paths with a triangle, but not here. I played this game downloaded to my PSP and I can't imagine how much more frustrating the numerous loading screens would be to someone playing the actual disc version of this game. This is particularly bad in towns where you may actually spent more time watching the bouncing Rabbite on the loading screen than actually traversing the screen. Quests are often extremely vague, and the in-game diary is worthless as an aid. Despite having a companion (frequently), there's no way to get any advice from them the way you could in, say, Dragon Quest VII. Finally, on this subject of tedium, there are the dungeons, which are simply a chore. Enemies respawn whenever you revisit a screen and you MUST defeat them in order to proceed. Since you will do a lot of wandering around, revisiting every locale on the map to try and figure out how to trigger then next stage of a quest, this gets irritating very quickly, for a very important reason...

COMBAT IS SO BORING! It feels more like a side-scrolling brawler than an RPG, because your character only really attacks left and right and everything boils down to strong and weak attack. Magic is underpowered and irrelevant and there's no concept of items. You literally just hit the attack button until your enemies are dead...which won't be long, because this is one of the easiest games I've played. Literally nothing poses a challenge and every boss, including the final one, can be defeated in about a minute just by spamming the attack button. You can make the enemies harder in New Game+, but by that point you'll probably have had enough of this game.

Overall, this game is worth the price of admission ($6 on PSN, not the ridiculous prices listed here) if you are a fan of the series. It is not a terrible game, but it pales in comparison to its predecessors. If you want to simply experience this entry in the series, I would recommend using a walkthrough just to preserve your sanity.",3.0,B00004SWM0,For Dedicated Fans Only,Video Games
"I got this for the lady for Valentines day, along with a bunch of other cool s***.

I got a block of wood off of Etsy to hang all my accessories on.  I'm a dude, what kind of accessories could I possibly have?  Watches are outdated, sunglasses are for D-Bags, and no male that has any sense of pride wears jewelry.

Whatever, she loved it.",5.0,B0045ZIENQ,"I mean, seriously?",Video Games
This is what I have been waiting for.  A good Spider-Man game.  Glad it came out on the PS3.  Plus I need more games that I can play on the PS3 that are kid-friendly so that I don't have to shoo my boys away while I play....as long as the wifey isn't around that is...heheheheh.,5.0,B001811BTO,The way a Spider-Man game should be.,Video Games
"How to start off for this review, well as someone who really enjoys platformers there haven't been a lot (even when the game came out) that felt really good. This game not only feels great gameplay wise but even adds to it with over the top guns, funny dialogue, fun and charming characters as well as a wonderful art style.

The game does a lot with the PS2 and has a lot of gameplay to offer, even when I got this at full price I still say it's worth it.

A lot of people seem to compare this game to Jak & Daxster like they're competing titles or that R&C are ripping off J&D, I think what many don't know is the devs know eachother and the guys from J&D GAVE THEM THE ENGINE that powers these games and even feature Jack & Daxter in some way in shape and form in the Ratchet & Clank games, even as a playable character. The games are fairly different in their goals and are both entertaining series. So if you're suggesting it's a ripoff you're most likely narrow minded and bias, they're both titles worth playing and since their both cheap series now it's worth owning both.",5.0,B000099T2E,"Might be the best in the series, certainly one of the best PS2 titles",Video Games
"This is a pretty good deal.

The quality of screen is pretty good and it is easy to install. The pack comes with two of them and got them for less then 5 bucks and free supersaver shipping.

Been using it on my vita for weeks now and works and looks fine. So can't complain.",5.0,B006PP404Q,Good Product for the price you pay,Video Games
"Typically, I'm more of a first-person-shooter kind of game.  I don't like games where I have to do a lot of button mashing in combat.  Which is to say in a game like Fable, I was casting spells and shooting my guns, and in oblivion I never used the swords but relied on magic.

And my favorite games are games like Mass Effect, Fallout 3, Gears, Left 4 Dead, and Call of Duty.

Which is probably why I disliked the original Assassin's Creed so much.  It felt overwhelming.  I couldn't ""get"" the combat.  I didn't enjoy it at all.  I felt like it threw you in to the deep end right from the beginning.  I played it a few hours, got probably less than 100 gamer score out of it, and put it down forever.

I found this for 39 bucks and picked it up against my better instincts.  And you know what?  I'm really starting to like it.  This game does a much better job of immersing you in the story and the controls.  It all feels more structured--though technically open world--and it is more of a guided experience.  At least the main story line is.  There's not a lot of time spent traveling, and I like that.  And as much as I hate button-mashing combat, that part of the game is actually pretty simple (no stupid combos--just fluid like on Arkham Asylum).

Sprinkle in the exploration, multiple ways to attack a plot point, and the RPG elements, and you have a very impressive game.

Well done.",5.0,B00269DXCK,"from someone who didn't like the first AC, and doesn't like action games",Video Games
"I have been unable to download the game since before it launched (pre-load). 5 times I've tried downloading this game. Windows 10 store downloads are, for some reason, slower than my maximum download speed. Not fun with a 60GB download. In addition to this, my download has made progress up to 50% and then resets randomly back to 0%. When I get a good download speed going but need my internet connection to do other things, I pause the download. Upon resuming the download, it resets back to 0%. Sometimes it will say X/50GB or X/39GB or, as of tonight, X/79GB.

My conclusion is that this is an issue with Microsoft and their ""store"". Even worse, I can't even find any trace of the actual download in Win10 so I cannot personally verify how much is or isn't on my hard drive.

I'm out of $60 right now with no recourse. I was contemplating buying Gears 4 to support new Microsoft releases on PC but I'll just use that money elsewhere.

Edit 10-20-16
So the download finally finished but I am still unable to play the game. 22 FPS is unacceptable when I can run GTA V at 60 FPS. I don't have the most powerful machine, but it is definitely more powerful than the WiiU/Xbox One/PS4. If I wanted to play this game with a console-like experience, I would have bought it for the Xbox.",1.0,B01GW3PAYE,Makes Me Miss GFWL,Video Games
"This is an updated review, I reviewed in early 2015.  Then, it had some rather frustrating quirks.  They have addressed most of them...but there are still a couple.  The worst of which are 1) It appears they've tried to replicate roads too well - ever hit a pothole doing 246mph?  2) Someone seems to be too proud of their new rain feature.  Funny how it rains every day in the desert.
But, it has improved enough that I am playing it again and bought the game for my daughter.  Now we play together....when I can get her off Minecraft.",4.0,B00KVKOF9Q,"Better with updates, but still some issues",Video Games
"they are very strong and sturdy compared to the original cases. I loved them so much I ended up placing them on all of the games, broken or not!
I would definitely recommend!!!",5.0,B001262U54,Great product,Video Games
I was on the fence on whether or not I would like this game but my son really wanted it so I bought it for him. I have to say it is a very addicting game and really fun for the whole family. Not cutting edge graphics but they are still pretty good.,5.0,B006L1FAK2,Addicting game,Video Games
"Definitely the best Spider-Man game since Spider-Man 2 for the last-gen systems, Spider-Man: Web of Shadows takes the wall-crawler and his open world New York City to a whole new level.  Playing as Spidey and being able to alternate between the classic and black costumes, you swing around New York City cracking heads and saving citizens, which is pretty much what we've been doing since Spider-Man 2.  However, what's different with Web of Shadows is that the game rarely becomes boring and the missions rarely become tedious to boot.  Also, the game's story is a surprising blast to play through.  The longer you play Web of Shadows, the more you'll get enthralled, particularly in its final acts where the symbiotes begin to wreak havoc.  The ability to (somewhat) choose your own path depending on your actions is a plus, and there's plenty of appearances from familiar faces on the sides of heroes and villains as well.  The only real flaws of Web of Shadows are technical ones.  There are some noticeable graphical glitches and sound hiccups, plus a few issues with the in-game camera.  Still, swinging around New York City has never been more fun or easy to do, and the game manages to stay entertaining from start to finish.  All in all, Spider-Man: Web of Shadows is by far the best Spider-Man game in a while, and is more than worthy of your time.",4.0,B001811BTO,Best Spidey game in a while,Video Games
"I understand all the complaints about the game being too linear, but let's be fair here.  Some like it linear, and some doesn't.  I'm somewhere in between the two, but this is still an amazing game nonetheless.  The graphics will blow you away, and the game satisfies me to no end just looking at it.  The battle system isn't that great but its doable.  Storyline is interesting, but it can be a little slow at times.  JRPGS are dying in the west, not sure why.  As a JRPG gamer my review stands short; we need to support JRPGS no matter what.

""THE END JUSTIFIES THE MEAN""",5.0,B000FQ2DTA,"Not the best, BUT GOOD ENOUGH",Video Games
"As you probably read before, this is not a traditional Metroid, but it is still a very good game and one of the best games on Wii.

The game starts a bit slow, with too many cutscenes and not challenging. Worse is that the story at the beginning sucks, I thought all of Samus past and the ""thumbs down"" thing was ridiculous and I was very disappointed with the game in the first 2 hours.

Fortunately after that the game got better, more challenging and the story got interesting.

This Metroid is more action oriented and I liked that, however is also very linear, and if you don't like to search for items you can finish it in less than 8 hrs. It took me 14 hrs to finish the game but I liked to search a lot, and 20 hrs to get the 100%. The bad thing about exploration in this game is that you can only get missiles, energy and accel parts. All your weapons are already in your possession but can't use them until you're authorized (lame).

I liked the gameplay controls, had absolute no problem playing with the D-Pad, and I like pointing to shoot missiles. I bought the Wii for this kind of ideas and I want to see more of them implemented in the future.

The biggest disappointment for me was the music, or the lack of. Seriously sometimes the game got very boring because of this, and I missed the classic Metroid melodies.

Positive
+ Great graphics
+ Good story
+ Great ninja moves
+ Innovative controls

Negative
- The first 2 hours are a bit boring
- Exploration is not so fun (few kind of items to find)
- Disappointing music (where's the classic Metroid music?)

Conclusion
Is a good action game, but not the best Metroid. Still one of the best games on Wii.",4.0,B002BSC4ZS,Not the best Metroid but a good action-adventure game,Video Games
"I'll write this review as if I'm reviewing two items. First the Ear Force DSS breakout box, and then the PX21 headset that it comes packaged with. Keep in mind, my experience here is with Win8.1 PC setup only.

The Ear Force DSS is actually a pretty solid piece of equipment. It is NOT a USB sound card. If you connect this to your PC it will never recognize it as a USB device at all. The DSS simply gets it's power through USB and also offers an additional USB pass-through port on it so you can connect other devices as if it's just a USB extension cord. The DSS takes audio input from your PC's surround sound optical output and translates that into virtual stereo surround sound, and the effect is pretty convincing. It gives your audio that 5.1 big home theater sound with realistic room reverb making it seem like there's a wide space between you and the surrounding speakers. The DSS surround sound works with ANY headphones, no need to use the headset provided. The DSS will allow you to play audio out from it's headphone jack as well as your speaker system simultaneously meaning you can quickly switch between headphones and speaker listening without unplugging anything or changing any settings. The DSS seems to add a heavy layer of bass to your audio, and without tweaking a few soundcard settings the DSS will overdrive/distort/clip any audio you play through it. Once you solve this by greatly lowering optical output levels it works great though.

The DSS is great, however, the PX21 headset that's provided is not my first choice to use along side it. The PX21 does NOT work at all without USB power provided to it, so you can't use it on an MP3 player or other audio source that doesn't have a powered USB port. The PX21 has a persistent hissing white noise that doesn't go away no matter what volume you use or what audio/usb ports you use, it's always interlaced into whatever you're listening to. If you can tolerate the white noise the audio quality is actually pretty decent, no real complaints there. Comfort wise, the ear cups are soft and breathable, but they have a kind of burlap mesh cloth on their surface that can feel a bit rough on my sensitive ears. The ear cups do not go over my ears, they rest ontop of them all around causing pressure and discomfort after 30 minutes of use. The cord is ridiculously long and heavy. if you don't clip the inline controller to your shirt you'll feel that heavy cord tugging on your left ear. I haven't tested the mic, but I assume it's fairly basic and average in performance.

Overall, DSS is a nice piece of equipment for a good virtual surround sound experience that is pretty versatile in how many ways you can use it. The PX21 headset is the weakest part of this package.",2.0,B0042Y2F76,"DSS breakout box is great, PX21 headset provided is not.",Video Games
"I got this game almost a year ago. I've played the game a lot, unlocked all the characters and have played about 100 matches online. I've been a fan of Soul Calibur since Soul Calibur 2, which I purchased on my Gamecube. Soul Calibur 4 is the updated version of the series on the Xbox 360 and the Playstation 3. The roster includes about 30 fighters, a dozen stages and a character creator mode.

In the singleplayer department, you get 3 modes. The first mode is Story Mode. What happens here is that you are shown a written history of the character before you even play. Then you are shown a screen with some odd collections of words such as ""A Dark Warrior"" and proceed to fight a match. New to the series, is the addition of tag teaming. With a press of a button, you can switch your characters in a match. After you beat the normal enemies you face the boss and are treated to a short cutscene.

Then there is arcade mode. In this mode, you fight enemy after enemy until you get to the end with the same boss. One thing that I think improves on SC2 is that the boss does not always predict your moves and counter it so effectively. Nor does he have some move that takes out half of you life. He's simply a normal fighter, except with twice the amount of health.

Finally, you have a Tower of Souls mode. This mode has two variations. You either ""ascend"" and fight tough enemies or you can ""descend"" and fighter hordes of weaker enemies, sort of like survival mode in the old games.

That's about it for the singleplayer modes, other than practice and character creation. Now for character creation, you can change things such as the sex, the weapon, clothes, hair/eye/skin color, name and a few other things. The clothes and items that you use also affect the attributes of your character. You can also take a custom character online.

As for multiplayer mode, you are given two options, normal and special versus. Normal is simply a normal mode, where status effects are not played. So items don't mean anything. Special versus is where the clothes you have chosen have status effects that work. Interestingly, there is no tag-team mode. You can also play online, either casual or ranked. Latency will affect gameplay, making moves much more difficult to time.

So what is my opinion on the game? As the title implies, I'm not completely satisfied. Yes, the graphics are great, the gameplay is still there and you do get more characters, but I think a lot of additions are unnecessary.

The critical finishes that they've worked in the game rarely happen and contribute nothing to the gameplay. It's just extra fluff. The character creation mode is confusing because it's not clearly explained. Choosing gear will take certain slots which is shared with abilities. Also, the equipment looks goofy and silly most of the time. Most players simply make revealing female fighters online.

Speaking of which, the female characters in the game do not need to have implants and revealing outfits. The singleplayer modes don't add new modes such as the conquest mode of SC3. They added tag-teaming in singleplayer, yet fail to include it for multiplayer, which is yet another question. Yoda just doesn't fit in the game. Having a character that can not be grabbed or horizontally attacked is cumbersome.

Online play is painful, especially if you have a slow character. Fast characters can spam their moves and interrupt fighters that operate slowly. Now you are supposed to counter these pokes with guard impacts, but that technique requires timing, which the online latency makes impossible.

The best way to play this game, as with all fighting games is with a competent buddy in your living room. The core game itself is very strategic, where pattern recognition and applying counters is a key part. Soul Calibur sets itself apart form other fighters because it's not execution that wins the game, but strategic decisions that determine the outcome.

Overall, it doesn't reinvent the series and if you have older games, the game only feels like a patch. The online mode is the only significant addition that sets SC4 apart from the older titles. If you can bear some issues with online play, then it's worth a purchase. Otherwise, I would purchase an older copy, save myself $50 or so and still experience 90% of what Soul Calibur 4 is.",3.0,B000ZKDOVW,Lost its Soul,Video Games
"I love this game. For anyone that says it has issues on these reviews, the majority have been fixed and I have no problems playing the game what so ever. This is one of my favorite games. I had bought Battlefield 4 but returned it. It was the same thing and the graphics weren't even much better. I would recommend this over a over priced 60 dollar Battlefield 3.5. That's basically what Battlefield 4 is. Great game. Looks of people still play as of this date.",5.0,B005WWZUQ0,Love the game.,Video Games
"I put the cd in and it installed correctly and all i get is the start screen. it doesnt do anything else. I deleted it from my computer and tried to install it again. and again, it just sits at the start screen. very very sad.",1.0,B001VILHXY,doesn't work,Video Games
"Look, here are two words: GET IT! If you get an xbox, you obviously love shooters, and here is the corner stone of the xbox(regular and 360. It's amazing in every way: graphics, audio, gameplay. so just go buy it!",5.0,B000FRU0NU,What can I say? IT'S HALO!!!,Video Games
"the gameplay is fun, albeit repetitive. the lack of story-line makes it a bit boring, it becomes a complicated fighting game.",4.0,B00SX9UD8E,"the gameplay is fun, albeit repetitive",Video Games
"This game is how I'm getting my 73 year old mother to like computers! She has played the 1st game and loved it. She's almost to level 40 on this 2nd game which is very similar to the 1st. There are bombs, more fish, whales - she loves it!
If you are addicted to 1st Big Kahuna Reef, try the 2nd one. If not, the 1st one will probably suffice.",5.0,B001KC009S,Mother Loves It!,Video Games
Really nice case. Quality is great so far and the padding really gives me peace of mind that my vita is not getting destroyed while it's in my backpack.,5.0,B017LMOKSC,Really nice case. Quality is great so far and the ...,Video Games
As advertised.,4.0,B007XVTR12,Four Stars,Video Games
"Works Great,",5.0,B003VAHYQY,"Delivered in time, and great Controller",Video Games
fv gh gb gb hj j hg bnhgg nmh  gf gjh  bhjj nh j uy gh j ukj m ny ki k rh yu  gty,4.0,B0006B0O9U,good,Video Games
"Fable II is beautiful, charming, and funny.  It's everything you could possibly ask for in a spouse, -er I mean video game.  The humor can be somewhat childish (farting in public) but can also be laugh out loud hilarious!

What motivates you?  Is it love?  Is it revenge?  Is it a desire to protect all that you hold dear?  Is it the desire to acquire more things, money, and respect from others?  All of those can be very powerful motivators, and you can find all of them in Fable II.

Fable II is everything you loved about Fable I only more of it.  (If it ain't broke don't fix it, right?)  You can still buy shops and houses, only now you can set the price of rent and goods.  (and get good or evil points in the process)  You can also buy and upgrade each individual piece of furniture for your houses.  You can still get married, but now you can turn any house into a marriage house.  The towns look familiar, but are much bigger.  You could spend a lifetime just doing all of the side missions.  The choices are endless.

You get out of it what you put into it.  If you really work to keep your wife happy, she will keep you VERY happy. ;)  (and give you children if you so choose)

Not only can you buy every piece of property in the game, but you can also rename every townsperson who isn't a main character.  Your creativity can run rampant here.  I already have a well endowed, cleavage showing woman named [...] McGee and a bisexual cultivator of crops called [...] the Farmer.

Online and offline co-op is a nice addition from the last iteration as well.  You can drop in and drop out almost as seamlessly as in the Lego games.  Like the Lego games you share the same screen (offline, haven't played online yet).  One of the biggest frustrations with sharing the same screen is when the 2 players go 2 different directions.  This can be easily remedied by player 2 pressing the back button to warp up next to player 1.

Graphics: 9.5  Artwork in motion, characters are a little cartoon-ish though
Gameplay: 12!  You could spend hours acquiring land, spouses, and children, hunting treasure and playing with your dog!
Story: 9  Clichd yet intriguing
Music: 10  The background orchestra music fits perfectly with the setting
Voice Acting:  9.5  Very well done, yet most voices are the same as the last Fable, who knows maybe you sound exactly like your ancestors from 500 yrs ago

The bottom line: if you're willing to invest the time and effort into Fable II, it is VERY rewarding.",5.0,B0014ET6EM,Fable II is the reason you play video games,Video Games
"Item was exactly as described, prompt delivery and well-packaged!",5.0,B000MMLNNE,Five Stars,Video Games
perfect,5.0,B002I0GU2M,Five Stars,Video Games
The most fun you'll have with a horror game,5.0,B01GW8XLCM,"Jack, you crazy",Video Games
"Fun niche game, it's not for everyone but a fun title nonetheless.",5.0,B00006LEM3,Five Stars,Video Games
"Ok...first i would like to thank all those that gave this game a 3 star or under....your are not that smart....first off....the controller is quite easy to get used to...just play the first level..its a training level.
20 levels...only 5 of those are hard...about 10 are easy if u know wat to do and the other 5 are normal.
The freedom is huge. You get to do things you won't be able to do in other games... kill the mailman,take is clothes and flowers..go into da house, hide in da corner..wait wait NOW,KILL THE BODY GUARD..take his clothes and the golf club and kill the don..thats only half of level 2. The best thing is there are all sorts of ways to beat the levels. some levels also continue from others...makes you wanna be a hitman.
The graphics as well are very well indeed. so the music...there are ALOT of weapons..from fiber wire to dual SD ballers...from golf clubs to custom rifles. from anestetics to sawed off shotguns...from katanas to AK-47. PLUS u can replay a lvl over and over and get ranks based by aggresion and stealth.
Final words: MUST BE IN ALL PS2 LIBRARIES.
recommend as well: socom, splinter cell, timesplitters 2, racthet and clank",5.0,B000069BCR,ugh come on!,Video Games
This works very well on computer. It makes the games fun and smooth. Easy to use and install. Would reccommend.,5.0,B000HZFCT2,Very good product,Video Games
"I'm assuming this is the game I played, even though my copy says The Adventure Company on it. That said, any game I've played with The Adventure Company's brand has been... lacking. I feel like their M.O. is to purchase rights to mediocre games and resell them cheaply, so I really shouldn't be surprised by the quality I get from them after this.

As for the game itself, (Murder in) The Abbey is deceptive.  The box art is comically inaccurate to the game style, which is cell-shaded 3D characters with cartoonish proportions overlaying a mix of static 3D and hand-painted backgrounds (or hand-painting over 3D?). I can only guess that the hooded character on the cover is supposed to be the protagonist, despite looking like a villain, because he's the only one that even somewhat resembles the hooded character.  To be fair, it's good that they added ""Murder in"" to the title to give a better idea of what the game's about, because ""The Abbey"" alone says nothing at all about what's going on other than it takes place in a religious setting.

I have mixed feelings about the portrayal of these holy men, however--yes, having ""character flaws"" is human and more interesting to a narrative than making each one a stereotypical monk, besides providing red herrings as to the identity of the killer. However, I didn't end up liking any of them, except perhaps the cook Martin for throwing a lampshade on the fact that he knows he's being distracted. It just felt a bit forced having THAT many of the characters being revealed as so unlikable in-universe, that maybe we weren't supposed to feel so bad when bad things happened to them? How did they not all kill each other BEFORE this?

Furthermore, I got to rather dislike the protagonist, Leonardo de Toledo, after he started calling his slaveI MEAN HIS APPRENTICE Bruno stupid for not being able to grasp the Sherlock-esque leaps of logic he uses, and HATED him after he straight-up smacks him around. True, at age fourteen even in THIS day and age, Bruno should be smarter than that (unless he legitimately has learning disabilities, which makes it even worse that Leonardo beats him like a dog). Eleven or twelve I could've believed, but fourteen AND he's still that short?? Even allowing for the cartoony style, I felt like it broke my suspension of disbelief a little too much for comfort, as though we're SUPPOSED to think Bruno deserves a beating. I was tempted to let Leonardo die, but sadly the game doesn't allow it... props at least that there's no way to get ""stuck"" to where you can't progress due to having not picked up a vital item that's no longer available.

Most of my other complaints are nitpicky: Some of the puzzles, such as the one the rolling pin's used for, don't make sense, and I had to consult a walkthrough to solve those plus the ones I knew how to solve except I missed a step about talking to a different person first before the game would let me solve that puzzle. There are a LOT of quality-control issues in the spoken dialogue not matching the captions (which are too close to the edge of the screen), and in several scenes the Abbot stands backwards, looking away from the action. Also, the inventory is WAY too cluttered and arranged arbitrarily--I couldn't solve a puzzle because I didn't notice the item I was supposed to use was in a completely different location from the similar item I was trying to use. There's really no reason to have THAT many inventory slots, or to not be able to arrange the items better.

I do admit the game was slightly better than I expected, which is why it's not one star, but it still wasn't really worth my investment of time trying to get it to install when autoplay wouldn't run. Overall I guess it's okay for an afternoon-ish of ABSOLUTELY NOTHING better to do, but I wouldn't recommend buying it, not even to try to fulfill your Free Shipping quota for Amazon.",2.0,B001BFRPVK,Deceiving on many levels,Video Games
this is exactly as expected and is a quality product. perfect for travel and is a first party product. would definitely buy again,5.0,B002EQFXZA,great case,Video Games
"Good gameplay, bad graphics for it to be on PS4",4.0,B00FRESY4I,Four stars,Video Games
excelente...,5.0,B009CYJ8SA,Five Stars,Video Games
"Here's my take on Guitar Hero: it's a great game.  The song choice is varied enough to appeal to almost anyone.  In fact, I would say, in terms of song selection, this game's better than the sequel.  A word on that: the songs are covered, not the original performers.  The learning curve is relatively gradual, although there's a substantial increase in difficulty between medium and hard mode.  But within each level of difficulty, the game does a good job of slowly increasing the complexity of how you're moving your fingers across the fretboard.  The game also appeals to a wide variety of ability levels.  Easy and medium modes are great for the casual player.  Hard and extreme provide the expected levels of difficulty to players who want more out of the game.  The unlockable extras (unlocked with in-game cash) were well done, as none of them affect gameplay itself, but rather provide additional content to players who ""put in the time.""  This way, the game isn't turning away the less-addicted just because they didn't feel like getting carpal tunnel just to make a little extra game cash.

There are two factors that detract from the gaming experience: hammer-ons/pull-offs and the brevity of the game.  Hammer-ons/pull-offs were greatly improved in the sequel, but they weren't quite as polished as they could have been for this entry.  As a result, they can be tricky to do properly, and it doesn't feel like it would on a real guitar.  And the game's not necessarily short, there are just less songs in a career than the sequel.  One other point worth mentioning: the absence of a practice mode is also a drawback.

This is a great title for anyone who ever wanted to play guitar with a rockin' band, but hasn't yet devoted the time to learning how to play.  If you've ever turned your stereo up and rocked out, this game's for you.  If you've had a rough week and you just need to dance it out... go buy Dance Dance Revolution.

In short, it's a great game.  It's a wonder no one thought of this sooner.  It would have earned 5 stars if I had reviewed it BEFORE playing the sequel.",4.0,B000GDPHAE,"Better songs, a shorter experience",Video Games
"It will give her many hours of enjoyment this winter, when it is to cold to play out doors.and mother some rest.",5.0,B000R4NFC4,"Granddaughter loves it,",Video Games
"When Square-Enix puts out a numbered Final Fantasy title, it never disappoints.  But it's been painfully clear that any Final Fantasy spin-offs based on those games will miss the mark.  Such is the case with Crisis Core: Final Fantasy VII.  If you're expecting the same engrossing gameplay and engagement you had playing the original Final Fantasy VII, you'll be sorely disappointed.

The bad:
-Horrible, and I do mean HORRIBLE play control.  You can seriously play through the battles blindfolded.  All you do is simply hit the X button.  The character moves on his own.  Square-Enix should've either given us traditional turn-based battles or fully controllable God of War-style battles, not this weak combination of both.

-The actual game is very short, with only 10 chapters.  After two hours of play, I was already in chapter 4, and that's after taking a good chunk of time doing side-missions as well.

-Side missions extend the game slightly, but they're also very short and not very engaging.

-DMW, which is a slot-machine-type meter that spins throughout the battle.  The player has no control over it, and this is what determines if you or your attributes level up, or if you perform a limit break or use a summon.  Basically, your progress and level is determined entirely at random (A level up happens when the first and last symbol match AND this corresponds to a 777).  No skill is required.

So why, you ask, did I give this game 4 stars?

The good:
Story - Plain and simple, the story is absolutely incredible.  The cutscenes are stunning, especially for the PSP.  The voice acting is the best I've ever heard...period.  The characters are convincing and engrossing.  The atmosphere throughout the game is classic FFVII, and this alone is why you won't be able to put the game down.

A review from GameInformer said that it's well worth trudging through some of the worst gameplay ever just to see this story to the end, and I whole-heartedly agree.  I'm hooked on it, and I'll gladly waste hours on side missions in the hope that I'll randomly level up, just so I can be strong enough to beat the final boss and bridge this story with Final Fantasy VII.",4.0,B0010YOQIW,"Cinematic and beautiful, but...",Video Games
